year,date,stage,course,type,distance_in_km,winner_name,country,stage_workload
1926,1926-07-14,14,Nice to Briançon,Mountain,275.0,Bartolomeo Aimo,Italia,275.0
1926,1926-07-16,15,Briançon to Evian,Mountain,303.0,Joseph van Dam,Bélgica,303.0
1926,1926-07-17,16,Evian to Dijon,Flat,321.0,Camille van de Casteele,Bélgica,64.2
1926,1926-07-18,17,Dijon to Paris,Flat,341.0,Aimé Dossche,Bélgica,68.2
1927,1927-06-19,1,Paris to Dieppe,Team time-trial,180.0,Francis Pélissier,Francia,72.0
1927,1927-06-20,2,Dieppe to Le Havre,Team time-trial,103.0,Maurice Dewaele,Bélgica,41.2
1927,1927-06-21,3,Le Havre to Caen,Team time-trial,225.0,Hector Martin,Bélgica,90.0
1927,1927-06-22,4,Caen to Cherbourg-en-Cotentin,Team time-trial,140.0,Camille van de Casteele,Bélgica,56.0
1927,1927-06-23,5,Cherbourg to Dinan,Team time-trial,199.0,Ferdinand Le Drogo,Francia,79.60000000000001
1927,1927-06-24,6,Dinan to Brest,Team time-trial,206.0,André Leducq,Francia,82.4
1927,1927-06-25,7,Brest to Vannes,Team time-trial,207.0,Gustaaf van Slembrouck,Bélgica,82.80000000000001
1927,1927-06-26,8,Vannes to Les Sables d'Olonne,Team time-trial,204.0,Raymond Decorte,Bélgica,81.60000000000001
1927,1927-06-27,9,Les Sables d'Olonne to Bordeaux,Team time-trial,285.0,Adelin Benoit,Bélgica,114.0
1927,1927-06-28,10,Bordeaux to Bayonne,Flat,189.0,Pé Verhaegen,Bélgica,37.800000000000004
1927,1927-06-30,11,Bayonne to Luchon,Mountain,326.0,Nicolas Frantz,Luxemburgo,326.0
1927,1927-07-02,12,Luchon to Perpignan,Mountain,323.0,Gustaaf van Slembrouck,Bélgica,323.0
1927,1927-07-04,13,Perpignan to Marseille,Flat,360.0,Maurice Dewaele,Bélgica,72.0
1927,1927-07-05,14,Marseille to Toulon,Team time-trial,120.0,Antonin Magne,Francia,48.0
1927,1927-07-06,15,Toulon to Nice,Mountain,220.0,Nicolas Frantz,Luxemburgo,220.0
1927,1927-07-08,16,Nice to Briançon,Mountain,275.0,Julien Vervaecke,Bélgica,275.0
1927,1927-07-09,17,Briançon to Evian,Mountain,283.0,Pé Verhaegen,Bélgica,283.0
1927,1927-07-11,18,Evian to Pontarlier,Team time-trial,213.0,Adelin Benoit,Bélgica,85.2
1927,1927-07-12,19,Pontarlier to Belfort,Team time-trial,119.0,Maurice Geldhof,Bélgica,47.6
1927,1927-07-13,20,Belfort to Strasbourg,Team time-trial,145.0,Raymond Decorte,Bélgica,58.0
1927,1927-07-14,21,Strasbourg to Metz,Team time-trial,165.0,Nicolas Frantz,Luxemburgo,66.0
1927,1927-07-15,22,Metz to Charleville,Team time-trial,159.0,Hector Martin,Bélgica,63.6
1927,1927-07-16,23,Charleville to Dunkerque,Team time-trial,270.0,André Leducq,Francia,108.0
1927,1927-07-17,24,Dunkerque to Paris,Flat,344.0,André Leducq,Francia,68.8
1928,1928-06-17,1,Paris to Caen,Team time-trial,207.0,Nicolas Frantz,Luxemburgo,82.80000000000001
1928,1928-06-18,2,Caen to Cherbourg-en-Cotentin,Team time-trial,140.0,André Leducq,Francia,56.0
1928,1928-06-19,3,Cherbourg to Dinan,Team time-trial,199.0,Gaston Rebry,Bélgica,79.60000000000001
1928,1928-06-20,4,Dinan to Brest,Team time-trial,206.0,Pé Verhaegen,Bélgica,82.4
1928,1928-06-21,5,Brest to Vannes,Team time-trial,208.0,Marcel Bidot,Francia,83.2
1928,1928-06-22,6,Vannes to Les Sables d'Olonne,Team time-trial,204.0,Nicolas Frantz,Luxemburgo,81.60000000000001
1928,1928-06-23,7,Les Sables d'Olonne to Bordeaux,Team time-trial,285.0,Victor Fontan,Francia,114.0
1928,1928-06-24,8,Bordeaux to Hendaye,Team time-trial,225.0,Maurice Dewaele,Bélgica,90.0
1928,1928-06-26,9,Hendaye to Luchon,Mountain,387.0,Victor Fontan,Francia,387.0
1928,1928-06-28,10,Luchon to Perpignan,Mountain,323.0,André Leducq,Francia,323.0
1928,1928-06-30,11,Perpignan to Marseille,Flat,363.0,André Leducq,Francia,72.60000000000001
1928,1928-07-02,12,Marseille to Nice,Mountain,330.0,Nicolas Frantz,Luxemburgo,330.0
1928,1928-07-04,13,Nice to Grenoble,Mountain,333.0,Antonin Magne,Francia,333.0
1928,1928-07-06,14,Grenoble to Evian,Mountain,329.0,Julien Moineau,Francia,329.0
1928,1928-07-08,15,Evian to Pontarlier,Team time-trial,213.0,Pierre Magne,Francia,85.2
1928,1928-07-09,16,Pontarlier to Belfort,Team time-trial,119.0,André Leducq,Francia,47.6
1928,1928-07-10,17,Belfort to Strasbourg,Team time-trial,145.0,Joseph Mauclair,Francia,58.0
1928,1928-07-11,18,Strasbourg to Metz,Team time-trial,165.0,Nicolas Frantz,Luxemburgo,66.0
1928,1928-07-12,19,Metz to Charleville,Team time-trial,159.0,Marcel Huot,Francia,63.6
1928,1928-07-13,20,Charleville to Malo-les-Bains,Team time-trial,271.0,Maurice Dewaele,Bélgica,108.4
1928,1928-07-14,21,Malo-les-Bains to Dieppe,Team time-trial,234.0,Antonin Magne,Francia,93.60000000000001
1928,1928-07-15,22,Dieppe to Paris,Flat,331.0,Nicolas Frantz,Luxemburgo,66.2
1929,1929-06-30,1,Paris to Caen,Flat,206.0,Aimé Dossche,Bélgica,41.2
1929,1929-07-01,2,Caen to Cherbourg-en-Cotentin,Flat,140.0,André Leducq,Francia,28.0
1929,1929-07-02,3,Cherbourg to Dinan,Flat,199.0,Omer Taverne,Bélgica,39.800000000000004
1929,1929-07-03,4,Dinan to Brest,Flat,206.0,Louis Delannoy,Bélgica,41.2
1929,1929-07-04,5,Brest to Vannes,Flat,208.0,Gustaaf van Slembrouck,Bélgica,41.6
1929,1929-07-05,6,Vannes to Les Sables d'Olonne,Flat,206.0,Paul Le Drogo,Francia,41.2
1929,1929-07-06,7,Les Sables d'Olonne to Bordeaux,Flat,285.0,Nicolas Frantz,Luxemburgo,57.0
1929,1929-07-07,8,Bordeaux to Bayonne,Flat,182.0,Julien Moineau,Francia,36.4
1929,1929-07-09,9,Bayonne to Luchon,Mountain,363.0,Salvador Cardona,España,363.0
1929,1929-07-11,10,Luchon to Perpignan,Mountain,323.0,Jef Demuysere,Bélgica,323.0
1929,1929-07-13,11,Perpignan to Marseille,Flat,366.0,André Leducq,Francia,73.2
1929,1929-07-15,12,Marseille to Cannes,Team time-trial,191.0,Marcel Bidot,Francia,76.4
1929,1929-07-16,13,Cannes to Nice,Mountain,133.0,Benoît Fauré,Francia,133.0
1929,1929-07-18,14,Nice to Grenoble,Mountain,333.0,Gaston Rebry,Bélgica,333.0
1929,1929-07-20,15,Grenoble to Evian,Mountain,329.0,Julien Vervaecke,Bélgica,329.0
1929,1929-07-22,16,Evian to Belfort,Mountain,283.0,Charles Pélissier,Francia,283.0
1929,1929-07-23,17,Belfort to Strasbourg,Flat,145.0,André Leducq,Francia,29.0
1929,1929-07-24,18,Strasbourg to Metz,Flat,165.0,André Leducq,Francia,33.0
1929,1929-07-25,19,Metz to Charleville,Team time-trial,159.0,Bernard van Rysselberghe,Bélgica,63.6
1929,1929-07-26,20,Charleville to Malo-les-Bains,Team time-trial,270.0,Maurice Dewaele,Bélgica,108.0
1929,1929-07-27,21,Malo-les-Bains to Dieppe,Flat,234.0,André Leducq,Francia,46.800000000000004
1929,1929-07-28,22,Dieppe to Paris,Flat,332.0,Nicolas Frantz,Luxemburgo,66.4
1930,1930-07-02,1,Paris to Caen,Flat,206.0,Charles Pélissier,Francia,41.2
1930,1930-07-03,2,Caen to Dinan,Flat,203.0,Learco Guerra,Italia,40.6
1930,1930-07-04,3,Dinan to Brest,Flat,206.0,Charles Pélissier,Francia,41.2
1930,1930-07-05,4,Brest to Vannes,Flat,210.0,Omer Taverne,Bélgica,42.0
1930,1930-07-06,5,Vannes to Les Sables d'Olonne,Flat,202.0,André Leducq,Francia,40.400000000000006
1930,1930-07-07,6,Les Sables d'Olonne to Bordeaux,Flat,285.0,Jean Aerts,Bélgica,57.0
1930,1930-07-08,7,Bordeaux to Hendaye,Flat,222.0,Jules Merviel,Francia,44.400000000000006
1930,1930-07-09,8,Hendaye to Pau,Flat,146.0,Alfredo Binda,Italia,29.200000000000003
1930,1930-07-10,9,Pau to Luchon,Mountain,231.0,Alfredo Binda,Italia,231.0
1930,1930-07-12,10,Luchon to Perpignan,Mountain,322.0,Charles Pélissier,Francia,322.0
1930,1930-07-14,11,Perpignan to Montpellier,Flat,164.0,Charles Pélissier,Francia,32.800000000000004
1930,1930-07-15,12,Montpellier to Marseille,Flat,209.0,Antonin Magne,Francia,41.800000000000004
1930,1930-07-16,13,Marseille to Cannes,Flat,181.0,Learco Guerra,Italia,36.2
1930,1930-07-17,14,Cannes to Nice,Mountain,132.0,Louis Peglion,Francia,132.0
1930,1930-07-19,15,Nice to Grenoble,Mountain,333.0,Learco Guerra,Italia,333.0
1930,1930-07-21,16,Grenoble to Evian,Mountain,331.0,André Leducq,Francia,331.0
1930,1930-07-23,17,Evian to Belfort,Mountain,282.0,Frans Bonduel,Bélgica,282.0
1930,1930-07-24,18,Belfort to Metz,Flat,223.0,Charles Pélissier,Francia,44.6
1930,1930-07-25,19,Metz to Charleville,Flat,159.0,Charles Pélissier,Francia,31.8
1930,1930-07-26,20,Charleville to Malo-les-Bains,Flat,271.0,Charles Pélissier,Francia,54.2
1930,1930-07-27,21,Malo-les-Bains to Paris,Flat,300.0,Charles Pélissier,Francia,60.0
1931,1931-06-30,1,Paris to Caen,Flat,208.0,Alfred Haemerlinck,Bélgica,41.6
1931,1931-07-01,2,Caen to Dinan,Flat,212.0,Max Bulla,Austria,42.400000000000006
1931,1931-07-02,3,Dinan to Brest,Flat,206.0,Fabio Battesini,Italia,41.2
1931,1931-07-03,4,Brest to Vannes,Flat,211.0,André Godinat,Francia,42.2
1931,1931-07-04,5,Vannes to Les Sables d'Olonne,Flat,202.0,Charles Pélissier,Francia,40.400000000000006
1931,1931-07-05,6,Les Sables d'Olonne to Bordeaux,Flat,338.0,Alfred Haemerlinck,Bélgica,67.60000000000001
1931,1931-07-06,7,Bordeaux to Bayonne,Flat,180.0,Gérard Loncke,Bélgica,36.0
1931,1931-07-07,8,Bayonne to Pau,Flat,106.0,Charles Pélissier,Francia,21.200000000000003
1931,1931-07-08,9,Pau to Luchon,Mountain,231.0,Antonin Magne,Francia,231.0
1931,1931-07-10,10,Luchon to Perpignan,Mountain,322.0,Rafaele di Paco,Italia,322.0
1931,1931-07-12,11,Perpignan to Montpellier,Flat,164.0,Rafaele di Paco,Italia,32.800000000000004
1931,1931-07-13,12,Montpellier to Marseille,Flat,207.0,Max Bulla,Austria,41.400000000000006
1931,1931-07-14,13,Marseille to Cannes,Flat,181.0,Charles Pélissier,Francia,36.2
1931,1931-07-15,14,Cannes to Nice,Mountain,132.0,Eugenio Gestri,Italia,132.0
1931,1931-07-17,15,Nice to Gap,Mountain,233.0,Jef Demuysere,Bélgica,233.0
1931,1931-07-18,16,Gap to Grenoble,Mountain,102.0,Charles Pélissier,Francia,102.0
1931,1931-07-19,17,Grenoble to Aix-les-Bains,Mountain,230.0,Max Bulla,Austria,230.0
1931,1931-07-20,18,Aix-les-Bains to Evian,Mountain,204.0,Jef Demuysere,Bélgica,204.0
1931,1931-07-21,19,Evian to Belfort,Mountain,282.0,Rafaele di Paco,Italia,282.0
1931,1931-07-22,20,Belfort to Colmar,Mountain,209.0,André Leducq,Francia,209.0
1931,1931-07-23,21,Colmar to Metz,Flat,192.0,Rafaele di Paco,Italia,38.400000000000006
1931,1931-07-24,22,Metz to Charleville,Flat,159.0,Raffaele di Paco,Italia,31.8
1931,1931-07-25,23,Charleville to Malo-les-Bains,Flat,271.0,Gaston Rebry,Bélgica,54.2
1931,1931-07-26,24,Malo-les-Bains to Paris,Flat,313.0,Charles Pélissier,Francia,62.6
1932,1932-07-06,1,Paris to Caen,Flat,208.0,Jean Aerts,Bélgica,41.6
1932,1932-07-07,2,Caen to Nantes,Flat,300.0,Kurt Stöpel,Alemania,60.0
1932,1932-07-09,3,Nantes to Bordeaux,Flat,387.0,André Leducq,Francia,77.4
1932,1932-07-11,4,Bordeaux to Pau,Flat,206.0,Georges Ronsse,Bélgica,41.2
1932,1932-07-12,5,Pau to Luchon,Mountain,229.0,Antonio Pesenti,Italia,229.0
1932,1932-07-14,6,Luchon to Perpignan,Mountain,322.0,Frans Bonduel,Bélgica,322.0
1932,1932-07-16,7,Perpignan to Montpellier,Flat,168.0,Frans Bonduel,Bélgica,33.6
1932,1932-07-17,8,Montpellier to Marseille,Flat,206.0,Michele Orecchia,Italia,41.2
1932,1932-07-18,9,Marseille to Cannes,Flat,191.0,Rafaele di Paco,Italia,38.2
1932,1932-07-19,10,Cannes to Nice,Mountain,132.0,Francesco Camusso,Italia,132.0
1932,1932-07-21,11,Nice to Gap,Mountain,233.0,André Leducq,Francia,233.0
1932,1932-07-22,12,Gap to Grenoble,Mountain,102.0,Roger Lapébie,Francia,102.0
1932,1932-07-23,13,Grenoble to Aix-les-Bains,Mountain,230.0,André Leducq,Francia,230.0
1932,1932-07-24,14,Aix-les-Bains to Evian,Mountain,204.0,Rafaele di Paco,Italia,204.0
1932,1932-07-25,15,Evian to Belfort,Mountain,291.0,André Leducq,Francia,291.0
1932,1932-07-26,16,Belfort to Strasbourg,Flat,145.0,Gérard Loncke,Bélgica,29.0
1932,1932-07-27,17,Strasbourg to Metz,Flat,165.0,Rafaele di Paco,Italia,33.0
1932,1932-07-28,18,Metz to Charleville,Flat,159.0,Rafaele di Paco,Italia,31.8
1932,1932-07-29,19,Charleville to Malo-les-Bains,Flat,271.0,Gaston Rebry,Bélgica,54.2
1932,1932-07-30,20,Malo-les-Bains to Amiens,Flat,212.0,André Leducq,Francia,42.400000000000006
1932,1932-07-31,21,Amiens to Paris,Flat,159.0,André Leducq,Francia,31.8
1933,1933-06-27,1,Paris to Lille,Flat,262.0,Maurice Archambaud,Francia,52.400000000000006
1933,1933-06-28,2,Lille to Charleville,Flat,192.0,Learco Guerra,Italia,38.400000000000006
1933,1933-06-29,3,Charleville to Metz,Flat,166.0,Alfons Schepers,Bélgica,33.2
1933,1933-06-30,4,Metz to Belfort,Mountain,220.0,Jean Aerts,Bélgica,220.0
1933,1933-07-01,5,Belfort to Evian,Mountain,293.0,Léon Louyet,Bélgica,293.0
1933,1933-07-03,6,Evian to Aix-les-Bains,Mountain,207.0,Learco Guerra,Italia,207.0
1933,1933-07-04,7,Aix-les-Bains to Grenoble,Mountain,229.0,Learco Guerra,Italia,229.0
1933,1933-07-05,8,Grenoble to Gap,Mountain,102.0,Georges Speicher,Francia,102.0
1933,1933-07-06,9,Gap to Digne,Mountain,227.0,Georges Speicher,Francia,227.0
1933,1933-07-07,10,Digne to Nice,Flat,156.0,Fernand Cornez,Francia,31.200000000000003
1933,1933-07-09,11,Nice to Cannes,Mountain,128.0,Maurice Archambaud,Francia,128.0
1933,1933-07-10,12,Cannes to Marseille,Flat,208.0,Georges Speicher,Francia,41.6
1933,1933-07-11,13,Marseille to Montpellier,Flat,168.0,André Leducq,Francia,33.6
1933,1933-07-12,14,Montpellier to Perpignan,Flat,166.0,André Leducq,Francia,33.2
1933,1933-07-14,15,Perpignan to Ax-les-Thermes,Mountain,158.0,Jean Aerts,Bélgica,158.0
1933,1933-07-15,16,Ax-les-Thermes to Luchon,Mountain,165.0,Léon Louyet,Bélgica,165.0
1933,1933-07-16,17,Luchon to Tarbes,Mountain,91.0,Jean Aerts,Bélgica,91.0
1933,1933-07-17,18,Tarbes to Pau,Mountain,185.0,Learco Guerra,Italia,185.0
1933,1933-07-19,19,Pau to Bordeaux,Flat,233.0,Jean Aerts,Bélgica,46.6
1933,1933-07-20,20,Bordeaux to La Rochelle,Flat,183.0,Jean Aerts,Bélgica,36.6
1933,1933-07-21,21,La Rochelle to Rennes,Flat,266.0,Jean Aerts,Bélgica,53.2
1933,1933-07-22,22,Rennes to Caen,Flat,169.0,René Le Grevès,Francia,33.800000000000004
1933,1933-07-23,23,Caen to Paris,Flat,222.0,Learco Guerra,Italia,44.400000000000006
1934,1934-07-03,1,Paris to Lille,Flat,262.0,Georges Speicher,Francia,52.400000000000006
1934,1934-07-04,2,Lille to Charleville,Flat,192.0,René Le Grevès,Francia,38.400000000000006
1934,1934-07-05,3,Charleville to Metz,Flat,161.0,Roger Lapébie,Francia,32.2
1934,1934-07-06,4,Metz to Belfort,Mountain,220.0,Roger Lapébie,Francia,220.0
1934,1934-07-07,5,Belfort to Evian,Flat,293.0,René Le Grevès (FRA) Georges Speicher,Francia,58.6
1934,1934-07-09,6,Evian to Aix-les-Bains,Mountain,207.0,Georges Speicher,Francia,207.0
1934,1934-07-10,7,Aix-les-Bains to Grenoble,Mountain,229.0,René Vietto,Francia,229.0
1934,1934-07-11,8,Grenoble to Gap,Mountain,102.0,Giuseppe Martano,Italia,102.0
1934,1934-07-12,9,Gap to Digne,Mountain,227.0,René Vietto,Francia,227.0
1934,1934-07-13,10,Digne to Nice,Flat,156.0,René Le Grevès,Francia,31.200000000000003
1934,1934-07-15,11,Nice to Cannes,Mountain,126.0,René Vietto,Francia,126.0
1934,1934-07-16,12,Cannes to Marseille,Flat,195.0,Roger Lapébie,Francia,39.0
1934,1934-07-17,13,Marseille to Montpellier,Flat,172.0,Georges Speicher,Francia,34.4
1934,1934-07-18,14,Montpellier to Perpignan,Flat,177.0,Roger Lapébie,Francia,35.4
1934,1934-07-20,15,Perpignan to Ax-les-Thermes,Flat,158.0,Roger Lapébie,Francia,31.6
1934,1934-07-21,16,Ax-les-Thermes to Luchon,Mountain,165.0,Adriano Vignoli,Italia,165.0
1934,1934-07-22,17,Luchon to Tarbes,Mountain,91.0,Antonin Magne,Francia,91.0
1934,1934-07-23,18,Tarbes to Pau,Mountain,172.0,René Vietto,Francia,172.0
1934,1934-07-25,19,Pau to Bordeaux,Flat,215.0,Ettore Meini,Italia,43.0
1934,1934-07-26,20,Bordeaux to La Rochelle,Flat,183.0,Georges Speicher,Francia,36.6
1934,1934-07-27,21a,La Rochelle to La Roche sur Yon,Flat,81.0,René Le Grevès,Francia,16.2
1934,1934-07-27,21b,La Roche sur Yon to Nantes,Individual time-trial,90.0,Antonin Magne,Francia,54.0
1934,1934-07-28,22,Nantes to Caen,Flat,275.0,Raymond Louviot,Francia,55.0
1934,1934-07-29,23,Caen to Paris,Flat,221.0,Sylvère Maes,Bélgica,44.2
1935,1935-07-04,1,Paris to Lille,Flat,262.0,Romain Maes,Bélgica,52.400000000000006
1935,1935-07-05,2,Lille to Charleville,Flat,192.0,Charles Pélissier,Francia,38.400000000000006
1935,1935-07-06,3,Charleville to Metz,Flat,161.0,Rafaele di Paco,Italia,32.2
1935,1935-07-07,4,Metz to Belfort,Mountain,220.0,Jean Aerts,Bélgica,220.0
1935,1935-07-08,5a,"Belfort to Geneva, Switzerland",Flat,262.0,Maurice Archambaud,Francia,52.400000000000006
1935,1935-07-08,5b,Geneva to Evian,Individual time-trial,58.0,Rafaele di Paco,Italia,34.8
1935,1935-07-10,6,Evian to Aix-les-Bains,Mountain,207.0,René Vietto,Francia,207.0
1935,1935-07-11,7,Aix-les-Bains to Grenoble,Mountain,229.0,Francesco Camusso,Italia,229.0
1935,1935-07-12,8,Grenoble to Gap,Mountain,102.0,Jean Aerts,Bélgica,102.0
1935,1935-07-13,9,Gap to Digne,Mountain,227.0,René Vietto,Francia,227.0
1935,1935-07-14,10,Digne to Nice,Flat,156.0,Jean Aerts,Bélgica,31.200000000000003
1935,1935-07-16,11,Nice to Cannes,Mountain,126.0,Romain Maes,Bélgica,126.0
1935,1935-07-17,12,Cannes to Marseille,Flat,195.0,Charles Pélissier,Francia,39.0
1935,1935-07-18,13a,Marseille to Nîmes,Flat,112.0,Vasco Bergamaschi,Italia,22.400000000000002
1935,1935-07-18,13b,Nîmes to Montpellier,Individual time-trial,56.0,Georges Speicher,Francia,33.6
1935,1935-07-19,14a,Montpellier to Narbonne,Flat,103.0,René Le Grevès,Francia,20.6
1935,1935-07-19,14b,Narbonne to Perpignan,Individual time-trial,63.0,Maurice Archambaud,Francia,37.8
1935,1935-07-20,15,Perpignan to Luchon,Mountain,325.0,Sylvère Maes,Bélgica,325.0
1935,1935-07-22,16,Luchon to Pau,Mountain,194.0,Ambrogio Morelli,Italia,194.0
1935,1935-07-24,17,Pau to Bordeaux,Flat,224.0,Julien Moineau,Francia,44.800000000000004
1935,1935-07-25,18a,Bordeaux to Rochefort,Flat,158.0,René Le Grevès,Francia,31.6
1935,1935-07-25,18b,Rochefort to La Rochelle,Individual time-trial,33.0,André Leducq,Francia,19.8
1935,1935-07-26,19a,La Rochelle to La Roche sur Yon,Flat,81.0,René Le Grevès,Francia,16.2
1935,1935-07-26,19b,La Roche sur Yon to Nantes,Individual time-trial,95.0,Jean Aerts,Bélgica,57.0
1935,1935-07-27,20a,Nantes to Vire,Flat,220.0,René Le Grevès,Francia,44.0
1935,1935-07-27,20b,Vire to Caen,Individual time-trial,55.0,Ambrogio Morelli,Italia,33.0
1935,1935-07-28,21,Caen to Paris,Flat,221.0,Romain Maes,Bélgica,44.2
1936,1936-07-07,1,Paris to Lille,Flat,258.0,Paul Egli,Suiza,51.6
1936,1936-07-08,2,Lille to Charleville,Flat,192.0,Robert Wierinckx,Bélgica,38.400000000000006
1936,1936-07-09,3,Charleville to Metz,Flat,161.0,Mathias Clemens,Luxemburgo,32.2
1936,1936-07-10,4,Metz to Belfort,Mountain,220.0,Maurice Archambaud,Francia,220.0
1936,1936-07-11,5,Belfort to Évian-les-Bains,Flat,298.0,René Le Grevès,Francia,59.6
1936,1936-07-13,6,Évian-les-Bains to Aix-les-Bains,Mountain,212.0,Éloi Meulenberg,Bélgica,212.0
1936,1936-07-14,7,Aix-les-Bains to Grenoble,Mountain,230.0,Theo Middelkamp,Países Bajos,230.0
1936,1936-07-15,8,Grenoble to Briançon,Mountain,194.0,Jean-Marie Goasmat,Francia,194.0
1936,1936-07-16,9,Briançon to Digne,Mountain,220.0,Léon Level,Francia,220.0
1936,1936-07-18,10,Digne to Nice,Flat,156.0,Paul Maye,Francia,31.200000000000003
1936,1936-07-19,11,Nice to Cannes,Mountain,126.0,Fédérico Ezquerra,España,126.0
1936,1936-07-21,12,Cannes to Marseille,Flat,195.0,René Le Grevès,Francia,39.0
1936,1936-07-22,13a,Marseille to Nîmes,Flat,112.0,René Le Grevès,Francia,22.400000000000002
1936,1936-07-22,13b,Nîmes to Montpellier,Individual time-trial,52.0,Sylvère Maes,Bélgica,31.2
1936,1936-07-23,14a,Montpellier to Narbonne,Flat,103.0,René Le Grevès,Francia,20.6
1936,1936-07-23,14b,Narbonne to Perpignan,Individual time-trial,63.0,Sylvère Maes,Bélgica,37.8
1936,1936-07-25,15,Perpignan to Luchon,Mountain,325.0,Sauveur Ducazeaux,Francia,325.0
1936,1936-07-27,16,Luchon to Pau,Mountain,194.0,Sylvère Maes,Bélgica,194.0
1936,1936-07-29,17,Pau to Bordeaux,Flat,229.0,René Le Grevès,Francia,45.800000000000004
1936,1936-07-30,18a,Bordeaux to Saintes,Flat,117.0,Éloi Meulenberg,Bélgica,23.400000000000002
1936,1936-07-30,18b,Saintes to La Rochelle,Individual time-trial,75.0,Sylvère Maes,Bélgica,45.0
1936,1936-07-31,19a,La Rochelle to La Roche-sur-Yon,Flat,81.0,Marcel Kint,Bélgica,16.2
1936,1936-07-31,19b,La Roche-sur-Yon to Cholet,Individual time-trial,65.0,Félicien Vervaecke,Bélgica,39.0
1936,1936-07-31,19c,Cholet to Angers,Flat,67.0,Paul Maye,Francia,13.4
1936,1936-08-01,20a,Angers to Vire,Flat,204.0,René Le Grevès,Francia,40.800000000000004
1936,1936-08-01,20b,Vire to Caen,Individual time-trial,55.0,Antonin Magne,Francia,33.0
1936,1936-08-02,21,Caen to Paris,Flat,234.0,Arsène Mersch,Luxemburgo,46.800000000000004
1937,1937-06-30,1,Paris to Lille,Flat,263.0,Jean Majerus,Luxemburgo,52.6
1937,1937-07-01,2,Lille to Charleville,Flat,192.0,Maurice Archambaud,Francia,38.400000000000006
1937,1937-07-02,3,Charleville to Metz,Flat,161.0,Walter Generati,Italia,32.2
1937,1937-07-03,4,Metz to Belfort,Mountain,220.0,Erich Bautz,Alemania,220.0
1937,1937-07-04,5a,Belfort to Lons-le-Saunier,Flat,175.0,Henri Puppo,Francia,35.0
1937,1937-07-04,5b,Lons-le-Saunier to Champagnole,Team time-trial,34.0,Sylvère Maes,Bélgica,13.600000000000001
1937,1937-07-04,5c,Champagnole to Geneva,Flat,93.0,Leo Amberg,Suiza,18.6
1937,1937-07-06,6,Geneva to Aix-les-Bains,Mountain,180.0,Gustaaf Deloor,Bélgica,180.0
1937,1937-07-07,7,Aix-les-Bains to Grenoble,Mountain,228.0,Gino Bartali,Italia,228.0
1937,1937-07-08,8,Grenoble to Briançon,Mountain,194.0,Otto Weckerling,Alemania,194.0
1937,1937-07-09,9,Briançon to Digne,Mountain,220.0,Roger Lapébie,Francia,220.0
1937,1937-07-11,10,Digne to Nice,Mountain,251.0,Félicien Vervaecke,Bélgica,251.0
1937,1937-07-13,11a,Nice to Toulon,Flat,169.0,Éloi Meulenberg,Bélgica,33.800000000000004
1937,1937-07-13,11b,Toulon to Marseille,Team time-trial,65.0,Gustaaf Danneels,Bélgica,26.0
1937,1937-07-14,12a,Marseille to Nîmes,Flat,112.0,Alphonse Antoine,Francia,22.400000000000002
1937,1937-07-14,12b,Nîmes to Montpellier,Flat,51.0,René Pedroli,Suiza,10.200000000000001
1937,1937-07-15,13a,Montpellier to Narbonne,Flat,103.0,Francesco Camusso,Italia,20.6
1937,1937-07-15,13b,Narbonne to Perpignan,Flat,63.0,Éloi Meulenberg,Bélgica,12.600000000000001
1937,1937-07-17,14a,Perpignan to Bourg-Madame,Flat,99.0,Éloi Meulenberg,Bélgica,19.8
1937,1937-07-17,14b,Bourg-Madame to Ax-les-Thermes,Mountain,59.0,Mariano Cañardo,España,59.0
1937,1937-07-17,14c,Ax-les-Thermes to Luchon,Mountain,167.0,Éloi Meulenberg,Bélgica,167.0
1937,1937-07-19,15,Luchon to Pau,Mountain,194.0,Julián Berrendero,España,194.0
